辞書,文境界,書字形（＝表層形）,語彙素,語種,書字形(基本形),語形(基本形),語彙素ID
,I,で,で,和,で,デ,25518
,I,8,八,漢,8,ハチ,29802
,I,カ国,箇国,漢,カ国,カコク,6330
,I,と,と,和,と,ト,25826
,I,なっ,成る,和,なる,ナル,28061
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,5,五,漢,5,ゴ,13327
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,出産,出産,漢,出産,シュッサン,16356
,I,旅行,旅行,漢,旅行,リョコウ,40336
,I,[,［,記号,[,,58
,I,編集,編集,漢,編集,ヘンシュウ,34038
,I,],］,記号,],,59
,B,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,年,年,漢,年,ネン,28927
,I,1,一,漢,1,イチ,2050
,I,月,月,漢,月,ガツ,8121
,I,2,二,漢,2,ニ,28181
,I,4,四,和,4,ヨン,39551
,I,日,日,和,日,カ,5582
,I,、,、,記号,、,,24
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,政権,政権,漢,政権,セイケン,19771
,I,は,は,和,は,ハ,29321
,I,新,新,漢,新,シン,17231
,I,規則,規則,漢,規則,キソク,8580
,I,を,を,和,を,ヲ,41407
,I,施行,施行,漢,施行,シコウ,15232
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,出産,出産,漢,出産,シュッサン,16356
,I,旅行,旅行,漢,旅行,リョコウ,40336
,I,」,」,記号,」,,34
,I,を,を,和,を,ヲ,41407
,I,制限,制限,漢,制限,セイゲン,19772
,I,する,為る,和,する,スル,19537
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,5,五,漢,5,ゴ,13327
,I,8,八,漢,8,ハチ,29802
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,・,・,記号,・,,44
,I,環境,環境,漢,環境,カンキョウ,7531
,I,[,［,記号,[,,58
,I,編集,編集,漢,編集,ヘンシュウ,34038
,I,],］,記号,],,59
,B,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,1,一,漢,1,イチ,2050
,I,7,七,和,7,ナナ,27908
,I,年,年,漢,年,ネン,28927
,I,6,六,漢,6,ロク,40932
,I,月,月,和,月,ツキ,24485
,I,1,一,漢,1,イチ,2050
,I,日,日,漢,日,ニチ,28375
,I,、,、,記号,、,,24
,I,「,「,記号,「,,33
,I,中国,中国,固,中国,チュウゴク,23798
,I,、,、,記号,、,,24
,I,ロシア,ロシア-Rossiya,固,ロシア,ロシア,40961
,I,、,、,記号,、,,24
,I,インド,インド-India,固,インド,インド,2822
,I,は,は,和,は,ハ,29321
,I,何,何,和,何,ナン,27920
,I,も,も,和,も,モ,37562
,I,貢献,貢献,漢,貢献,コウケン,12005
,I,し,為る,和,する,スル,19537
,I,ない,ない,和,ない,ナイ,27438
,I,の,の,和,の,ノ,28990
,I,に,に,和,に,ニ,28178
,I,米国,米国,固,米国,ベイコク,34111
,I,は,は,和,は,ハ,29321
,I,何十,何十,漢,何十,ナンジュウ,28127
,I,億,億,漢,億,オク,4808
,I,ドル,ドル-dollar,外,ドル,ドル,27370
,I,も,も,和,も,モ,37562
,I,払う,払う,和,払う,ハラウ,30191
,I,不,不,漢,不,フ,32288
,I,公平,公平,漢,公平,コウヘイ,12359
,I,な,だ,和,だ,ダ,22916
,I,協定,協定,漢,協定,キョウテイ,9291
,I,だ,だ,和,だ,ダ,22916
,I,」,」,記号,」,,34
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,5,五,漢,5,ゴ,13327
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,米国,米国,固,米国,ベイコク,34111
,I,は,は,和,は,ハ,29321
,I,パリ,パリ-Paris,固,パリ,パリ,31022
,I,協定,協定,漢,協定,キョウテイ,9291
,I,から,から,和,から,カラ,7219
,I,離脱,離脱,漢,離脱,リダツ,40001
,I,する,為る,和,する,スル,19537
,I,と,と,和,と,ト,25826
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,1,一,漢,1,イチ,2050
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,これ,此れ,和,これ,コレ,13095
,I,に,に,和,に,ニ,28178
,I,対し,対する,混,対する,タイスル,21823
,I,て,て,和,て,テ,24874
,I,日本,日本,固,日本,ニッポン,28455
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,2,二,漢,2,ニ,28181
,I,],］,記号,],,59
,I,を,を,和,を,ヲ,41407
,I,はじめ,始め,和,はじめ,ハジメ,29728
,I,各国,各国,漢,各国,カッコク,6739
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,は,は,和,は,ハ,29321
,I,反発,反発,漢,反発,ハンパツ,30439
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,。,。,記号,。,,25
,I,G,Ｇ,記号,G,ジー,18833
,I,2,二,漢,2,ニ,28181
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,の,の,和,の,ノ,28989
,I,1,一,漢,1,イチ,2050
,I,9,九,漢,9,キュウ,8929
,I,カ国,箇国,漢,カ国,カコク,6330
,I,は,は,和,は,ハ,29321
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,を,を,和,を,ヲ,41407
,I,抜き,抜き,和,抜き,ヌキ,28691
,I,に,に,和,に,ニ,28178
,I,パリ,パリ-Paris,固,パリ,パリ,31022
,I,協定,協定,漢,協定,キョウテイ,9291
,I,を,を,和,を,ヲ,41407
,I,履行,履行,漢,履行,リコウ,39951
,I,する,為る,和,する,スル,19537
,I,こと,事,和,こと,コト,12836
,I,で,で,和,で,デ,25518
,I,合意,合意,漢,合意,ゴウイ,13349
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,B,国内,国内,漢,国内,コクナイ,12558
,I,で,で,和,で,デ,25518
,I,も,も,和,も,モ,37562
,I,波紋,波紋,漢,波紋,ハモン,30130
,I,が,が,和,が,ガ,7889
,I,広がり,広がる,和,広がる,ヒロガル,31886
,I,、,、,記号,、,,24
,I,ワシントン,ワシントン-Washington,固,ワシントン,ワシントン,41256
,I,州,州,漢,州,シュウ,16041
,I,と,と,和,と,ト,25826
,I,ニューヨーク,ニューヨーク,固,ニューヨーク,ニューヨーク,28604
,I,州,州,漢,州,シュウ,16041
,I,と,と,和,と,ト,25826
,I,カリフォルニア,カリフォルニア-California,固,カリフォルニア,カリフォルニア,7293
,I,州,州,漢,州,シュウ,16041
,I,は,は,和,は,ハ,29321
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,政権,政権,漢,政権,セイケン,19771
,I,から,から,和,から,カラ,7219
,I,独立,独立,漢,独立,ドクリツ,27246
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,パリ,パリ-Paris,固,パリ,パリ,31022
,I,協定,協定,漢,協定,キョウテイ,9291
,I,目標,目標,漢,目標,モクヒョウ,37686
,I,に,に,和,に,ニ,28178
,I,取り組む,取り組む,和,取り組む,トリクム,26780
,I,米国,米国,固,米国,ベイコク,34111
,I,気候,気候,漢,気候,キコウ,8437
,I,同盟,同盟,漢,同盟,ドウメイ,27163
,I,を,を,和,を,ヲ,41407
,I,結成,結成,漢,結成,ケッセイ,11151
,I,し,為る,和,する,スル,19537
,I,、,、,記号,、,,24
,I,さらに,更に,和,さらに,サラニ,14449
,I,マサチューセッツ,マサチューセッツ-Massachusetts,固,マサチューセッツ,マサチューセッツ,35632
,I,州,州,漢,州,シュウ,16041
,I,や,や,和,や,ヤ,38083
,I,ハワイ,ハワイ-Hawaii,固,ハワイ,ハワイ,30301
,I,州,州,漢,州,シュウ,16041
,I,など,など,和,など,ナド,27905
,I,他,他,漢,他,タ,21645
,I,の,の,和,の,ノ,28989
,I,7,七,和,7,ナナ,27908
,I,州,州,漢,州,シュウ,16041
,I,も,も,和,も,モ,37562
,I,加盟,加盟,漢,加盟,カメイ,7157
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,米国,米国,固,米国,ベイコク,34111
,I,気候,気候,漢,気候,キコウ,8437
,I,同盟,同盟,漢,同盟,ドウメイ,27163
,I,の,の,和,の,ノ,28989
,I,立ち上げ,立ち上げ,和,立ち上げ,タチアゲ,93355
,I,を,を,和,を,ヲ,41407
,I,主導,主導,漢,主導,シュドウ,16422
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,カリフォルニア,カリフォルニア-California,固,カリフォルニア,カリフォルニア,7293
,I,州,州,漢,州,シュウ,16041
,I,知事,知事,漢,知事,チジ,23531
,I,ジェリー,ジェリー-Jerry,固,ジェリー,ジェリー,44247
,I,・,・,記号,・,,44
,I,ブラウン,ブラウン-Brown,固,ブラウン,ブラウン,33444
,I,は,は,和,は,ハ,29321
,I,結成,結成,漢,結成,ケッセイ,11151
,I,直後,直後,漢,直後,チョクゴ,24143
,I,に,に,和,に,ニ,28178
,I,訪問,訪問,漢,訪問,ホウモン,34572
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,中国,中国,固,中国,チュウゴク,23798
,I,で,で,和,で,デ,25518
,I,中国,中国,固,中国,チュウゴク,23798
,I,政府,政府,漢,政府,セイフ,19974
,I,が,が,和,が,ガ,7889
,I,米国,米国,固,米国,ベイコク,34111
,I,に,に,和,に,ニ,28178
,I,代わっ,変わる,和,代わる,カワル,7447
,I,て,て,和,て,テ,24874
,I,気候,気候,漢,気候,キコウ,8437
,I,変動,変動,漢,変動,ヘンドウ,34076
,I,対策,対策,漢,対策,タイサク,21763
,I,の,の,和,の,ノ,28989
,I,リーダーシップ,リーダーシップ-leadership,外,リーダーシップ,リーダーシップ,40440
,I,を,を,和,を,ヲ,41407
,I,握っ,握る,和,握る,ニギル,28225
,I,た,た,和,た,タ,21642
,I,と,と,和,と,ト,25826
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,中国,中国,固,中国,チュウゴク,23798
,I,と,と,和,と,ト,25826
,I,協力,協力,漢,協力,キョウリョク,9346
,I,し,為る,和,する,スル,19537
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,8,八,漢,8,ハチ,29802
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,中国,中国,固,中国,チュウゴク,23798
,I,と,と,和,と,ト,25826
,I,クリーン,クリーン-clean,外,クリーン,クリーン,10515
,I,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,技術,技術,漢,技術,ギジュツ,9798
,I,の,の,和,の,ノ,28989
,I,パートナーシップ,パートナーシップ-partnership,外,パートナーシップ,パートナーシップ,31084
,I,を,を,和,を,ヲ,41407
,I,結ん,結ぶ,和,結ぶ,ムスブ,37132
,I,で,て,和,で,デ,24874
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,6,六,漢,6,ロク,40932
,I,9,九,漢,9,キュウ,8929
,I,],］,記号,],,59
,I,、,、,記号,、,,24
,I,一帯,一帯,漢,一帯,イッタイ,2232
,I,一路,一路,漢,一路,イチロ,46971
,I,構想,構想,漢,構想,コウソウ,12188
,I,へ,へ,和,へ,ヘ,33819
,I,の,の,和,の,ノ,28989
,I,カリフォルニア,カリフォルニア-California,固,カリフォルニア,カリフォルニア,7293
,I,州,州,漢,州,シュウ,16041
,I,の,の,和,の,ノ,28989
,I,参加,参加,漢,参加,サンカ,14513
,I,も,も,和,も,モ,37562
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,0,ゼロ-zero,外,0,ゼロ,20754
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,1,一,漢,1,イチ,2050
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,2,二,漢,2,ニ,28181
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,また,又,和,また,マタ,35734
,I,、,、,記号,、,,24
,I,6,六,漢,6,ロク,40932
,I,日,日,漢,日,ニチ,28375
,I,の,の,和,の,ノ,28989
,I,北京,ペキン,固,北京,ペキン,34305
,I,で,で,和,で,デ,25518
,I,の,の,和,の,ノ,28989
,I,第,第,漢,第,ダイ,22937
,I,8,八,漢,8,ハチ,29802
,I,回,回,漢,回,カイ,5606
,I,クリーン,クリーン-clean,外,クリーン,クリーン,10515
,I,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,部長,部長,漢,部長,ブチョウ,33364
,I,級,級,漢,級,キュウ,8938
,I,会議,会議,漢,会議,カイギ,5679
,I,（,（,記号,（,,46
,I,英語,英語,漢,英語,エイゴ,3653
,I,版,版,漢,版,ハン,30308
,I,）,）,記号,）,,49
,I,に,に,和,に,ニ,28178
,I,出席,出席,漢,出席,シュッセキ,16370
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,3,三,漢,3,サン,14499
,I,],］,記号,],,59
,I,する,為る,和,する,スル,19537
,I,ため,為,和,ため,タメ,22686
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,の,の,和,の,ノ,28989
,I,パリ,パリ-Paris,固,パリ,パリ,31022
,I,協定,協定,漢,協定,キョウテイ,9291
,I,離脱,離脱,漢,離脱,リダツ,40001
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,直後,直後,漢,直後,チョクゴ,24143
,I,に,に,和,に,ニ,28178
,I,中国,中国,固,中国,チュウゴク,23798
,I,に,に,和,に,ニ,28178
,I,出発,出発,漢,出発,シュッパツ,16382
,I,し,為る,和,する,スル,19537
,I,た,た,和,た,タ,21642
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,合衆,合衆,漢,合衆,ガッシュウ,8103
,I,国,国,漢,国,コク,12504
,I,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,省,省,漢,省,ショウ,16556
,I,長官,長官,漢,長官,チョウカン,23978
,I,リック,リック-外国,固,リック,リック,40010
,I,・,・,記号,・,,44
,I,ペリー,ペリー-Perry,固,ペリー,ペリー,34329
,I,は,は,和,は,ハ,29321
,I,、,、,記号,、,,24
,I,中国,中国,固,中国,チュウゴク,23798
,I,が,が,和,が,ガ,7889
,I,気候,気候,漢,気候,キコウ,8437
,I,変動,変動,漢,変動,ヘンドウ,34076
,I,対策,対策,漢,対策,タイサク,21763
,I,で,で,和,で,デ,25518
,I,リーダーシップ,リーダーシップ-leadership,外,リーダーシップ,リーダーシップ,40440
,I,を,を,和,を,ヲ,41407
,I,とる,取る,和,とる,トル,26854
,I,こと,事,和,こと,コト,12836
,I,を,を,和,を,ヲ,41407
,I,歓迎,歓迎,漢,歓迎,カンゲイ,7553
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,4,四,和,4,ヨン,39551
,I,],］,記号,],,59
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,5,五,漢,5,ゴ,13327
,I,],］,記号,],,59
,I,する,為る,和,する,スル,19537
,I,と,と,和,と,ト,25826
,I,表明,表明,漢,表明,ヒョウメイ,31779
,I,し,為る,和,する,スル,19537
,I,つつ,つつ,和,つつ,ツツ,24632
,I,、,、,記号,、,,24
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,は,は,和,は,ハ,29321
,I,クリーン,クリーン-clean,外,クリーン,クリーン,10515
,I,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,技術,技術,漢,技術,ギジュツ,9798
,I,分野,分野,漢,分野,ブンヤ,33651
,I,など,など,和,など,ナド,27905
,I,で,で,和,で,デ,25518
,I,リード,リード-lead,外,リード,リード,40443
,I,し,為る,和,する,スル,19537
,I,て,て,和,て,テ,24874
,I,いる,居る,和,いる,イル,2585
,I,と,と,和,と,ト,25826
,I,述べ,述べる,和,述べる,ノベル,29195
,I,、,、,記号,、,,24
,I,中国,中国,固,中国,チュウゴク,23798
,I,の,の,和,の,ノ,28989
,I,張,張り,和,張,ハリ,30214
,I,高麗,コウライ,固,高麗,コウライ,12416
,I,国務,国務,漢,国務,コクム,12580
,I,院,院,漢,院,イン,2709
,I,副,副,漢,副,フク,32590
,I,総理,総理,漢,総理,ソウリ,21181
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,会談,会談,漢,会談,カイダン,5823
,I,で,で,和,で,デ,25518
,I,クリーン,クリーン-clean,外,クリーン,クリーン,10515
,I,エネルギー,エネルギー-energy,外,エネルギー,エネルギー,3965
,I,で,で,和,で,デ,25518
,I,の,の,和,の,ノ,28989
,I,米中,米中,漢,米中,ベイチュウ,34124
,I,協力,協力,漢,協力,キョウリョク,9346
,I,で,で,和,で,デ,25518
,I,一致,一致,漢,一致,イッチ,2237
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,6,六,漢,6,ロク,40932
,I,],］,記号,],,59
,I,する,為る,和,する,スル,19537
,I,も,も,和,も,モ,37562
,I,一,一,漢,一,イチ,2050
,I,地方,地方,漢,地方,チホウ,23612
,I,自治,自治,漢,自治,ジチ,17918
,I,体,体,漢,体,タイ,21657
,I,に,に,和,に,ニ,28178
,I,対する,対する,混,対する,タイスル,21823
,I,もの,物,和,もの,モノ,37875
,I,で,だ,和,だ,ダ,22916
,I,は,は,和,は,ハ,29321
,I,異例,異例,漢,異例,イレイ,2599
,I,の,の,和,の,ノ,28989
,I,厚遇,厚遇,漢,厚遇,コウグウ,11995
,I,で,だ,和,だ,ダ,22916
,I,ある,有る,和,ある,アル,1216
,I,習,シュウ,固,習,シュウ,383
,I,近平,キンペイ,固,近平,キンペイ,78777
,I,総,総,漢,総,ソウ,20947
,I,書記,書記,漢,書記,ショキ,16910
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,会見,会見,漢,会見,カイケン,5692
,I,を,を,和,を,ヲ,41407
,I,行っ,行う,和,行う,オコナウ,4875
,I,た,た,和,た,タ,21642
,I,ブラウン,ブラウン-Brown,固,ブラウン,ブラウン,33444
,I,知事,知事,漢,知事,チジ,23531
,I,と,と,和,と,ト,25826
,I,の,の,和,の,ノ,28989
,I,対応,対応,漢,対応,タイオウ,21679
,I,の,の,和,の,ノ,28989
,I,違い,違い,和,違い,チガイ,23449
,I,が,が,和,が,ガ,7889
,I,アメリカ,アメリカ-America,固,アメリカ,アメリカ,1061
,I,の,の,和,の,ノ,28989
,I,メディア,メディア-media,外,メディア,メディア,37453
,I,で,で,和,で,デ,25518
,I,比較,比較,漢,比較,ヒカク,31139
,I,さ,為る,和,する,スル,19537
,I,れ,れる,和,れる,レル,40741
,I,た,た,和,た,タ,21642
,I,[,［,記号,[,,58
,I,6,六,漢,6,ロク,40932
,I,7,七,和,7,ナナ,27908
,I,7,七,和,7,ナナ,27908
,I,],］,記号,],,59
,I,。,。,記号,。,,25
,I,トランプ,トランプ-trump,外,トランプ,トランプ,26748
,I,大統領,大統領,漢,大統領,ダイトウリョウ,23043
,I,の,の,和,の,ノ,28989
,I,決定,決定,漢,決定,ケッテイ,11162
